,ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,CODE_GENDER_M,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y
47081,5143127,0,112500.0,4,4,1,1,38,0,0,0,14,2,0,0,1,0
47082,5143128,0,112500.0,4,4,1,1,38,0,0,0,14,2,0,0,1,0
47084,5143129,0,135000.0,4,4,1,1,27,1,0,0,8,2,1,1,0,0
47085,5143132,0,135000.0,4,1,3,1,38,1,0,0,2,1,0,0,0,0
47086,5143135,0,135000.0,4,1,3,1,38,1,0,0,2,1,0,0,0,0
47087,5143136,0,180000.0,4,4,3,5,28,0,0,0,14,1,0,0,0,0
47088,5143137,0,112500.0,0,4,1,1,55,1,0,0,4,2,1,1,0,0
47089,5143138,0,112500.0,0,4,1,1,55,1,0,0,4,2,1,1,0,0
47090,5143139,0,112500.0,0,4,1,1,55,1,0,0,4,2,0,1,0,0
47091,5143140,0,112500.0,0,4,1,1,55,1,0,0,4,2,0,1,0,0
47092,5143141,0,112500.0,0,4,1,1,55,1,0,0,4,2,0,1,0,0
47093,5143144,0,360000.0,0,2,3,1,26,1,0,0,18,1,0,1,1,0
47094,5143145,0,360000.0,0,2,3,1,26,1,0,0,18,1,0,1,1,0
47095,5143146,0,360000.0,0,2,3,1,26,1,0,0,18,1,1,1,1,0
47096,5143147,0,360000.0,0,2,3,1,26,1,0,0,18,1,0,1,1,0
47097,5143148,0,360000.0,0,2,3,1,26,1,0,0,18,1,0,1,1,0
47098,5143149,0,360000.0,0,2,3,1,26,1,0,0,18,1,0,1,1,0
47099,5143152,0,90000.0,4,4,1,1,29,0,0,0,8,2,0,0,0,0
47100,5143153,0,90000.0,4,4,1,1,29,0,0,0,8,2,0,0,0,0
47101,5143154,0,90000.0,4,4,1,1,29,0,0,0,8,2,0,0,0,0
47102,5143155,0,90000.0,4,4,1,1,29,0,0,0,8,2,0,0,0,0
47104,5143156,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47105,5143157,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47106,5143158,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47107,5143159,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47108,5143160,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47109,5143161,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47110,5143162,0,652500.0,4,1,3,1,52,1,1,1,10,1,0,0,1,0
47112,5143163,2,180000.0,0,4,1,1,38,1,0,0,0,4,0,0,0,0
47113,5143164,2,180000.0,0,4,1,1,38,1,0,0,0,4,0,0,0,0
47114,5143165,2,180000.0,0,4,1,1,38,1,0,0,0,4,0,0,0,0
47115,5143166,2,180000.0,0,4,1,1,38,1,0,0,0,4,0,0,0,0
47116,5143167,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47117,5143168,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47118,5143169,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47119,5143172,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47120,5143173,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47121,5143174,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47122,5143175,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47123,5143176,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47124,5143177,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47125,5143179,0,225000.0,0,4,3,1,48,0,0,0,10,1,1,1,1,0
47126,5143180,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47127,5143181,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47128,5143182,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47129,5143183,0,225000.0,0,4,3,1,48,0,0,0,10,1,0,1,1,0
47132,5143184,1,157500.0,0,4,0,1,36,0,1,0,3,3,0,0,0,1
47133,5143185,1,157500.0,0,4,0,1,36,0,1,0,3,3,0,0,0,1
47134,5143187,1,157500.0,0,4,0,1,36,0,1,0,3,3,0,0,0,1
47135,5143188,1,157500.0,0,4,0,1,36,0,1,0,3,3,0,0,0,1
47136,5143189,1,157500.0,0,4,0,1,36,0,1,0,3,3,0,0,0,1
47138,5143190,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47139,5143191,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47140,5143194,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47141,5143199,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47142,5143200,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47143,5143201,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47144,5143202,0,202500.0,2,4,1,1,34,1,0,0,18,2,0,1,1,0
47146,5143203,1,157500.0,0,4,1,1,27,0,0,0,3,3,0,0,0,1
47147,5143204,1,180000.0,4,4,1,1,30,0,0,0,4,3,0,1,0,1
47148,5143206,1,166500.0,4,4,1,1,40,0,0,0,15,3,0,0,0,1
47149,5143207,1,166500.0,4,4,1,1,40,0,0,0,15,3,0,0,0,1
47150,5143208,1,166500.0,4,4,1,1,40,0,0,0,15,3,0,0,0,1
47151,5143210,2,157500.0,4,1,1,1,32,0,0,0,3,4,0,0,1,1
47152,5143211,2,157500.0,4,1,1,1,32,0,0,0,3,4,0,0,1,1
47153,5143212,2,157500.0,4,1,1,1,32,0,0,0,3,4,0,0,1,1
47154,5143213,2,157500.0,4,1,1,1,32,0,0,0,3,4,0,0,1,1
47155,5143214,2,157500.0,4,1,1,1,32,0,0,0,3,4,0,0,1,1
47156,5143215,1,247500.0,4,4,1,1,47,0,1,0,16,3,0,0,0,1
47157,5143216,1,247500.0,4,4,1,1,47,0,1,0,16,3,0,0,0,1
47158,5143218,1,247500.0,4,4,1,1,47,0,1,0,16,3,0,0,0,1
47160,5143219,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47161,5143220,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47162,5143222,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47163,5143223,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47164,5143224,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47165,5143225,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47166,5143226,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47167,5143227,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47168,5143228,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47169,5143229,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47170,5143230,0,67500.0,1,3,3,1,61,0,0,0,18,1,0,0,0,1
47174,5143231,1,1575000.0,0,1,3,1,28,0,0,0,10,2,1,0,1,1
47175,5143232,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47176,5143233,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47177,5143234,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47178,5143235,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47179,5143236,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47180,5143237,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47181,5143238,1,1575000.0,0,1,3,1,28,0,0,0,10,2,0,0,1,1
47182,5143239,0,180000.0,0,1,0,5,27,0,0,0,14,2,0,1,1,1
47183,5143240,0,180000.0,0,1,0,5,27,0,0,0,14,2,0,1,1,1
47184,5143242,0,135000.0,2,1,2,5,53,1,0,0,7,1,0,0,0,0
47185,5143243,0,135000.0,2,1,2,5,53,1,0,0,7,1,0,0,0,0
47186,5143244,0,135000.0,2,1,2,5,53,1,0,0,7,1,0,0,0,0
47187,5143245,0,135000.0,2,1,2,5,53,1,0,0,7,1,0,0,0,0
47188,5143246,0,135000.0,2,1,2,5,53,1,0,0,7,1,0,0,0,0
47190,5143247,2,108000.0,0,4,1,1,37,1,1,0,3,4,1,0,0,0
47191,5143248,2,108000.0,0,4,1,1,37,1,1,0,3,4,1,0,0,0
47192,5143249,2,108000.0,0,4,1,1,37,1,1,0,3,4,1,0,0,0
47193,5143250,2,108000.0,0,4,1,1,37,1,1,0,3,4,1,0,0,0
47194,5143251,2,108000.0,0,4,1,1,37,1,1,0,3,4,1,0,0,0
47195,5143252,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47196,5143253,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47197,5143254,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47198,5143255,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47199,5143256,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47200,5143259,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47201,5143260,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47202,5143261,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47203,5143262,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47204,5143264,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47205,5143265,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47206,5143266,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47207,5143267,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47208,5143268,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47209,5143269,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47210,5143270,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47211,5143271,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47212,5143272,0,157500.0,1,4,1,1,56,0,1,0,18,2,0,0,0,1
47216,5143273,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47217,5143274,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47218,5143275,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47219,5143276,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47220,5143278,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47221,5143279,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47222,5143280,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47223,5143281,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47224,5143282,0,405000.0,4,4,1,1,49,0,0,0,14,2,0,1,1,1
47225,5143283,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47226,5143284,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47227,5143285,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47228,5143287,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47229,5143292,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47230,5143295,0,135000.0,1,4,1,1,59,0,0,0,18,2,1,0,0,1
47231,5143296,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47232,5143297,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47233,5143298,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
47235,5143300,0,247500.0,0,1,3,3,27,0,0,0,14,1,0,0,0,1
47236,5143303,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47237,5143304,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47238,5143305,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47239,5143306,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47240,5143307,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47241,5143308,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47242,5143309,0,382500.0,0,4,3,1,45,0,0,0,10,1,0,0,0,1
47243,5143310,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47244,5143311,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47245,5143312,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47246,5143313,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47247,5143314,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47248,5143315,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47249,5143316,0,114750.0,1,4,2,1,58,0,0,0,18,1,0,1,0,1
47250,5143317,1,67500.0,0,4,1,1,31,0,0,0,14,3,0,0,0,0
47251,5143318,1,67500.0,0,4,1,1,31,0,0,0,14,3,0,0,0,0
47253,5143319,0,112500.0,1,4,1,1,57,0,0,0,18,2,0,0,1,1
47254,5143320,0,112500.0,1,4,1,1,57,0,0,0,18,2,0,0,1,1
47255,5143321,0,112500.0,1,4,1,1,57,0,0,0,18,2,0,0,1,1
47256,5143322,0,112500.0,1,4,1,1,57,0,0,0,18,2,0,0,1,1
47258,5143323,1,225000.0,4,4,3,1,34,0,0,0,1,2,0,0,0,1
47259,5143324,0,135000.0,0,1,0,1,56,0,0,0,6,2,0,0,0,1
47260,5143325,0,135000.0,0,1,0,1,56,0,0,0,6,2,0,0,0,1
47261,5143326,0,135000.0,0,1,0,1,56,0,0,0,6,2,0,0,0,1
47262,5143327,0,27000.0,4,4,1,1,52,1,0,0,16,2,0,0,0,1
47263,5143328,0,157500.0,4,4,1,1,54,0,0,0,1,2,0,0,0,1
47264,5143329,0,157500.0,4,4,1,1,54,0,0,0,1,2,0,0,0,1
47265,5143332,0,157500.0,4,4,1,1,54,0,0,0,1,2,0,0,0,1
47266,5143333,0,157500.0,4,4,1,1,54,0,0,0,1,2,0,0,0,1
47267,5143334,0,157500.0,4,4,1,1,54,0,0,0,1,2,0,0,0,1
47269,5143335,1,198000.0,4,4,3,1,51,1,1,0,12,2,0,0,0,1
47270,5143336,1,198000.0,4,4,3,1,51,1,1,0,12,2,0,0,0,1
47271,5143339,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47272,5143340,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47273,5143341,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47274,5143343,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47275,5143344,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47276,5143345,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47277,5143346,1,216000.0,4,4,1,2,35,0,0,1,8,3,0,1,0,0
47278,5143347,1,54000.0,2,4,1,1,23,1,0,0,11,3,0,0,0,1
47279,5143348,0,153000.0,4,4,1,1,38,0,0,0,8,2,0,1,0,1
47280,5143350,0,135000.0,4,4,1,1,29,1,0,0,14,2,0,1,1,0
47281,5143351,0,135000.0,4,4,1,1,29,1,0,0,14,2,0,1,1,0
47282,5143352,0,135000.0,4,4,1,1,29,1,0,0,14,2,0,1,1,0
47283,5143353,0,135000.0,4,4,1,1,29,1,0,0,14,2,0,1,1,0
47284,5143354,0,135000.0,4,4,1,1,29,1,0,0,14,2,0,1,1,0
47285,5143355,0,135000.0,4,4,1,1,29,1,0,0,14,2,0,1,1,0
47286,5143356,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47287,5143357,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47288,5143358,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47289,5143359,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47290,5143360,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47291,5143362,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47292,5143363,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47293,5143365,0,126000.0,4,4,1,1,62,1,1,0,6,2,0,0,0,1
47294,5143370,0,112500.0,1,4,1,1,66,0,0,0,18,2,1,0,0,0
47295,5143371,0,112500.0,1,4,1,1,66,0,0,0,18,2,0,0,0,0
47296,5143374,0,112500.0,1,4,1,1,66,0,0,0,18,2,1,0,0,0
47297,5143375,0,112500.0,1,4,1,1,66,0,0,0,18,2,0,0,0,0
47298,5143376,0,112500.0,1,4,1,1,66,0,0,0,18,2,0,0,0,0
47299,5143377,0,112500.0,1,4,1,1,66,0,0,0,18,2,0,0,0,0
47301,5143378,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47302,5143379,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47303,5143380,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47304,5143381,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47305,5143382,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47306,5143383,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47307,5143385,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47308,5143386,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47309,5143388,0,103500.0,4,4,1,1,51,0,0,0,18,2,0,1,1,1
47311,5143389,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47312,5143390,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47313,5143391,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47314,5143392,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47315,5143393,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47316,5143394,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47317,5143395,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47318,5143396,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47319,5143397,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47320,5143398,0,153000.0,4,1,3,1,29,0,1,0,3,1,0,0,0,1
47321,5143401,0,144000.0,0,1,1,1,53,0,1,0,10,2,0,1,1,1
47322,5143402,0,144000.0,0,1,1,1,53,0,1,0,10,2,0,1,1,1
47323,5143403,0,144000.0,0,1,1,1,53,0,1,0,10,2,0,1,1,1
47324,5143404,0,144000.0,0,1,1,1,53,0,1,0,10,2,0,1,1,1
47325,5143405,0,144000.0,0,1,1,1,53,0,1,0,10,2,0,1,1,1
47326,5143406,0,144000.0,0,1,1,1,53,0,1,0,10,2,0,1,1,1
47327,5143407,0,74700.0,1,4,1,1,61,0,0,0,18,2,0,0,0,1
47328,5143408,0,74700.0,1,4,1,1,61,0,0,0,18,2,0,0,0,1
47329,5143409,0,74700.0,1,4,1,1,61,0,0,0,18,2,0,0,0,1
47330,5143410,0,74700.0,1,4,1,1,61,0,0,0,18,2,0,0,0,1
47331,5143411,0,74700.0,1,4,1,1,61,0,0,0,18,2,0,0,0,1
47332,5143412,1,162000.0,0,1,1,1,47,0,0,0,3,3,0,0,0,0
47333,5143413,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47334,5143414,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47335,5143415,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47336,5143416,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47337,5143417,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47338,5143418,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47339,5143419,2,135000.0,4,2,1,1,29,0,0,1,14,4,0,0,0,1
47340,5143420,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47341,5143421,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47342,5143422,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47343,5143423,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47344,5143424,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47345,5143425,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47346,5143426,1,315000.0,2,1,1,2,25,0,0,0,3,3,0,1,1,0
47347,5143427,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47348,5143428,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47349,5143429,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47350,5143430,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47351,5143431,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47352,5143434,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47353,5143435,0,180000.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47355,5143436,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47356,5143437,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47357,5143438,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47358,5143439,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47359,5143440,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47360,5143441,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47361,5143442,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47362,5143443,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47363,5143444,0,117000.0,1,1,3,1,62,0,0,0,18,1,0,0,0,1
47364,5143446,0,112500.0,1,4,1,1,64,0,1,0,18,2,0,0,0,1
47365,5143447,0,180000.0,1,4,0,1,66,0,0,0,18,2,0,0,0,1
47366,5143448,0,180000.0,1,4,0,1,66,0,0,0,18,2,0,0,0,1
47367,5143449,0,180000.0,1,4,0,1,66,0,0,0,18,2,0,0,0,1
47368,5143450,0,180000.0,1,4,0,1,66,0,0,0,18,2,0,0,0,1
47370,5143451,0,247500.0,2,4,0,1,33,0,0,0,6,2,1,1,1,1
47371,5143452,0,247500.0,2,4,0,1,33,0,0,0,6,2,0,1,1,1
47372,5143453,0,247500.0,2,4,0,1,33,0,0,0,6,2,0,1,1,1
47373,5143454,0,247500.0,2,4,0,1,33,0,0,0,6,2,0,1,1,1
47374,5143455,0,247500.0,2,4,0,1,33,0,0,0,6,2,1,1,1,1
47375,5143456,0,247500.0,2,4,0,1,33,0,0,0,6,2,0,1,1,1
47376,5143457,0,247500.0,2,4,0,1,33,0,0,0,6,2,0,1,1,1
47377,5143458,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47378,5143459,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47379,5143460,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47380,5143461,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47381,5143462,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47382,5143463,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47383,5143464,0,202500.0,0,4,3,1,32,0,0,1,10,1,0,1,0,1
47384,5143465,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47385,5143467,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47386,5143470,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47387,5143471,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47388,5143472,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47389,5143473,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47390,5143474,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47391,5143475,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47392,5143476,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47393,5143478,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47394,5143479,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47395,5143480,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47396,5143481,0,90000.0,1,4,3,1,64,0,1,0,18,1,0,0,0,1
47401,5143482,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47402,5143483,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47403,5143484,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47404,5143485,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47405,5143486,1,157500.0,0,4,1,1,33,0,0,0,4,3,1,1,0,1
47406,5143487,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47407,5143488,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47408,5143489,1,157500.0,0,4,1,1,33,0,0,0,4,3,0,1,0,1
47409,5143490,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47410,5143492,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47411,5143494,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47412,5143495,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47413,5143500,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47414,5143502,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47415,5143503,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47416,5143504,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47417,5143505,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47418,5143508,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47419,5143509,1,121500.0,4,1,1,1,33,1,0,0,0,3,0,0,0,1
47420,5143510,0,112500.0,4,4,1,1,43,0,0,0,10,2,0,1,0,1
47421,5143511,0,112500.0,4,4,1,1,43,0,0,0,10,2,0,1,0,1
47422,5143512,0,112500.0,4,4,1,1,43,0,0,0,10,2,0,1,0,1
47423,5143513,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47424,5143514,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47425,5143515,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47426,5143516,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47427,5143517,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47428,5143519,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47429,5143520,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47430,5143521,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47431,5143522,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47432,5143523,0,247500.0,1,4,3,1,64,0,0,0,18,1,0,0,0,1
47433,5143524,0,81000.0,4,4,1,1,55,0,1,0,12,2,0,0,1,1
47434,5143525,0,81000.0,4,4,1,1,55,0,1,0,12,2,0,0,1,1
47435,5143526,0,81000.0,4,4,1,1,55,0,1,0,12,2,0,0,1,1
